UserID,HDS,HBE,HFE,NUMCOURSESBEGINNERDATASCIENCE ,NUMCOURSESBEGINNERBACKEND,NUMCOURSESBEGINNERFRONTEND,NUMCOURSESADVANCEDDATASCIENCE,NUMCOURSESADVANCEDBACKEND ,NUMCOURSESADVANCEDFRONTEND,AVGSCOREDATASCIENCE,AVGSCOREBACKEND,AVGSCOREFRONTEND,StudentProfile
80891344,32,67,21,2,5,0,10,0,1,58,62,68,advanced_backend
91362986,20,42,22,4,3,4,6,0,3,88,76,89,advanced_backend
66328821,34,27,48,4,3,4,3,5,1,76,43,63,beginner_front_end
16915474,57,29,15,5,6,4,2,2,4,67,71,57,beginner_front_end
99724219,60,31,77,5,1,3,3,0,5,63,88,72,beginner_data_science
87850844,39,81,22,3,2,2,2,3,4,65,82,73,beginner_backend
38852282,50,49,55,3,3,6,0,7,4,63,59,62,advanced_data_science
74481421,17,41,10,6,5,2,2,7,3,77,62,86,beginner_backend
37345176,59,95,59,1,2,6,6,3,8,56,64,50,advanced_backend
43549940,39,14,49,1,6,4,1,3,1,49,61,34,advanced_front_end
59227689,51,46,35,5,1,5,5,4,4,59,42,76,advanced_data_science
67049717,29,82,0,7,3,4,6,7,2,72,61,86,advanced_data_science
47759559,5,60,26,6,6,7,5,1,6,71,77,58,advanced_backend
97383621,56,53,36,6,0,7,6,6,5,70,48,64,advanced_backend
87030623,26,64,34,3,0,3,7,4,2,68,69,60,advanced_backend
16261897,36,45,23,4,4,4,1,6,1,71,55,58,advanced_data_science
33916281,21,48,57,5,3,2,2,7,4,56,77,62,advanced_front_end
85323333,6,34,2,7,6,7,7,1,7,72,75,56,advanced_backend
70287304,35,36,57,3,2,0,3,5,2,72,55,73,beginner_backend
65499654,9,66,59,2,3,3,2,5,5,45,69,52,advanced_front_end
29674945,13,0,45,0,0,4,5,4,4,79,71,63,beginner_data_science
4540825,64,40,57,0,3,3,7,5,2,66,75,55,beginner_data_science
32889487,25,71,11,6,4,6,5,3,3,54,57,76,advanced_data_science
68748632,22,31,40,3,5,2,2,5,0,80,77,66,beginner_front_end
25719440,79,46,18,0,0,0,10,2,6,82,77,56,advanced_backend
97213057,68,3,44,3,9,6,5,8,3,71,67,80,beginner_front_end
63356677,44,43,0,3,5,2,1,4,4,88,73,52,beginner_front_end
95538827,58,58,96,4,3,8,1,3,2,48,100,72,beginner_data_science
32618906,10,1,54,3,3,5,6,3,2,73,84,63,beginner_data_science
19829972,64,46,3,4,2,5,0,7,2,73,59,56,beginner_front_end
83469254,58,35,26,4,2,6,2,7,4,54,54,61,advanced_data_science
76555873,20,60,3,0,2,0,1,5,5,96,58,34,beginner_front_end
48047128,58,51,12,0,4,0,3,4,2,73,55,42,beginner_front_end
34678234,21,71,47,6,2,8,5,4,5,66,62,64,advanced_backend
89006392,71,24,52,5,4,6,1,4,1,52,63,62,beginner_data_science
46483855,54,40,65,2,2,4,4,2,3,54,64,60,beginner_data_science
96753859,94,49,3,9,2,6,4,12,2,53,69,46,advanced_data_science
84617946,14,24,66,6,0,7,1,0,4,53,,83,beginner_data_science
3566027,64,29,61,6,3,5,3,1,2,64,67,86,advanced_data_science
97625747,0,54,18,5,4,5,8,0,1,69,69,76,advanced_backend
30205019,43,58,0,8,1,8,0,7,1,73,80,74,advanced_data_science
91405613,18,11,66,3,2,3,3,3,4,47,70,69,beginner_data_science
14590982,16,67,47,5,2,7,5,2,5,74,68,80,advanced_backend
93987078,16,38,64,6,2,8,3,2,2,46,60,61,beginner_data_science
43476372,38,55,81,9,3,6,0,0,6,59,98,95,beginner_data_science
64821507,26,22,73,3,2,8,4,2,2,58,86,68,beginner_data_science
57747647,50,99,18,7,3,6,4,5,3,66,47,78,advanced_data_science
5072670,20,37,23,4,3,6,5,3,10,86,86,67,advanced_backend
21559361,19,15,59,2,2,5,3,3,3,51,56,67,beginner_data_science
31028104,22,66,36,2,4,4,2,7,2,67,57,54,advanced_data_science
31961136,65,56,40,2,1,8,5,7,6,45,63,55,advanced_data_science
46765098,6,90,71,3,4,3,6,7,3,87,59,81,advanced_front_end
82182831,64,31,41,3,4,6,5,5,2,79,47,64,advanced_front_end
64976949,47,54,46,5,3,4,5,3,6,48,82,78,beginner_backend
13662344,39,3,70,2,5,1,4,6,2,63,64,74,beginner_front_end
95722643,35,23,54,3,0,6,6,2,3,60,84,62,beginner_data_science
4945666,89,49,24,6,9,1,4,2,1,70,84,67,advanced_front_end
69838800,14,35,59,4,4,8,0,1,5,65,73,78,beginner_data_science
35870804,30,32,74,5,2,8,3,1,2,73,84,65,beginner_data_science
16234989,28,13,93,2,3,2,4,4,3,54,71,59,beginner_data_science
73919432,73,9,48,2,9,4,6,5,3,57,65,69,beginner_front_end
63519248,47,52,39,6,3,7,3,7,5,65,73,43,advanced_backend
86270950,37,33,35,0,2,5,4,2,3,35,69,71,beginner_data_science
65150667,20,28,66,3,3,6,4,3,2,54,73,62,beginner_data_science
51619679,26,59,35,5,4,5,3,5,4,58,78,58,advanced_front_end
68791299,34,37,25,2,4,7,2,4,2,42,85,88,beginner_data_science
86257933,33,59,14,1,6,0,0,4,2,83,67,44,beginner_front_end
14016746,52,78,51,6,3,4,4,6,3,73,56,80,advanced_data_science
35252304,14,21,62,2,2,5,5,0,7,73,76,59,beginner_backend
45205727,67,45,49,3,2,5,4,6,5,60,73,79,advanced_data_science
92911186,0,46,48,6,2,11,4,3,9,86,83,63,advanced_backend
70240220,56,40,0,11,1,10,0,4,1,58,79,75,advanced_data_science
89647444,31,47,13,3,4,3,2,7,0,83,63,60,beginner_backend
16495815,43,80,39,2,9,2,6,2,1,70,60,64,advanced_front_end
13146515,27,28,57,4,2,4,2,1,3,35,62,74,beginner_data_science
17709401,11,21,45,5,6,6,0,2,3,50,50,82,beginner_data_science
91489541,19,64,39,0,2,4,1,6,3,73,22,54,advanced_data_science
19921994,0,17,63,0,1,6,1,7,5,50,67,45,advanced_front_end
98976675,37,38,29,2,5,3,3,5,4,83,87,93,beginner_data_science
95616766,29,42,27,3,3,2,2,4,3,67,43,77,advanced_data_science
41194935,33,82,70,5,3,3,3,4,1,80,51,60,advanced_front_end
91337988,18,52,42,1,4,4,7,7,5,74,73,88,advanced_front_end
86848838,6,29,51,4,1,9,4,2,2,59,75,59,beginner_data_science
36149235,63,20,32,3,4,5,3,7,4,72,40,57,beginner_front_end
41757123,31,58,20,3,4,4,5,0,3,68,80,58,advanced_backend
32983182,78,16,41,3,6,6,4,4,2,56,45,67,beginner_front_end
46204617,30,30,34,2,2,7,1,5,3,72,92,86,beginner_data_science
14693079,8,51,0,5,5,5,3,2,6,83,83,63,beginner_backend
53857131,56,44,5,7,7,5,3,4,5,79,69,58,beginner_front_end
82190971,44,0,66,1,2,1,3,5,3,56,69,77,beginner_data_science
30597455,27,33,94,5,2,3,6,2,3,47,78,49,beginner_data_science
65846996,25,71,53,6,1,6,8,5,6,61,41,81,advanced_backend
70417277,8,11,63,3,6,4,4,7,3,74,75,82,beginner_backend
5738375,44,24,20,1,5,1,1,4,2,71,64,56,beginner_front_end
56642380,68,28,65,6,4,5,4,8,3,56,51,66,beginner_front_end
49788189,0,15,50,0,7,4,1,8,1,95,72,83,beginner_backend
41703066,36,22,77,4,1,6,6,5,2,63,86,61,beginner_data_science
44172016,33,27,40,1,1,5,7,5,1,47,74,56,beginner_data_science
73824812,53,46,45,4,1,6,2,5,6,57,41,77,advanced_data_science
44898411,51,39,66,4,4,3,8,5,1,75,79,78,beginner_front_end
56218747,25,14,59,5,0,3,8,3,3,60,81,59,beginner_data_science
61425597,35,50,40,4,7,4,3,5,3,48,73,37,advanced_front_end
21176721,26,60,20,3,5,2,3,7,1,74,45,65,advanced_data_science
1707806,17,6,81,3,1,1,0,5,4,40,68,51,advanced_front_end
46504530,82,44,14,5,6,3,3,4,6,66,63,60,advanced_backend
18898871,47,37,8,5,4,5,2,8,1,47,84,56,advanced_data_science
90849508,84,59,26,8,1,9,1,7,1,67,59,60,advanced_data_science
42588544,26,4,52,2,1,6,8,4,1,89,100,61,beginner_data_science
24512016,8,45,30,7,5,4,6,1,2,82,68,67,advanced_backend
26891264,0,21,87,2,1,3,0,6,5,47,59,51,advanced_front_end
31160745,52,40,48,0,3,3,6,6,3,73,56,95,advanced_front_end
91665443,0,88,22,7,1,7,1,0,5,74,56,100,advanced_data_science
90203904,24,24,78,3,0,3,7,5,2,67,81,48,beginner_data_science
96110638,12,14,43,1,3,4,3,6,2,47,72,70,beginner_data_science
84227796,27,76,31,5,4,3,7,2,1,61,51,65,advanced_backend
66539866,37,37,57,5,4,3,5,3,4,66,76,71,beginner_data_science
32362772,23,63,15,5,3,5,5,0,4,98,64,66,advanced_backend
37084058,63,52,19,3,2,5,5,3,6,64,72,59,advanced_backend
83065561,20,6,33,1,2,5,2,2,4,59,46,64,beginner_data_science
54291910,31,48,39,3,5,7,6,5,3,91,48,61,advanced_front_end
44529666,40,56,54,4,4,5,0,3,4,36,71,86,beginner_data_science
3672595,21,20,24,6,3,2,3,2,2,82,93,100,advanced_backend
80396669,33,53,30,4,4,5,3,2,4,67,78,75,advanced_backend
46406968,70,4,42,2,9,6,5,6,0,59,75,81,beginner_front_end
55461921,30,37,54,2,3,2,0,4,4,30,77,50,advanced_front_end
90140859,97,11,40,2,8,4,6,8,8,52,48,66,beginner_front_end
34601753,81,33,24,8,3,5,3,4,4,62,75,98,advanced_data_science
15732481,64,66,18,5,2,6,3,6,4,57,56,75,advanced_data_science
40786347,0,78,70,2,2,6,4,6,4,69,57,51,advanced_front_end
68209698,56,66,63,3,3,2,4,4,3,76,47,91,advanced_data_science
51353138,38,55,49,2,3,2,0,10,0,71,71,92,beginner_backend
7075364,63,58,31,2,0,4,5,4,5,43,61,61,beginner_backend
32385375,5,51,0,1,1,2,1,3,2,96,57,57,beginner_backend
32728196,0,28,11,3,7,3,1,6,3,75,56,67,beginner_backend
15486613,18,69,59,4,3,1,3,7,5,44,74,72,advanced_front_end
18413472,15,41,41,2,6,3,0,5,5,66,66,83,beginner_data_science
17985823,28,54,22,6,4,7,3,2,5,73,73,79,advanced_backend
59553154,0,16,73,5,6,2,3,10,0,67,81,100,beginner_backend
72885841,30,22,22,0,4,2,3,4,0,76,75,68,beginner_front_end
50512366,23,28,86,5,0,7,2,2,3,57,83,64,beginner_data_science
82098361,29,44,67,2,3,10,1,3,1,60,98,74,beginner_data_science
9947912,36,30,40,1,3,2,3,5,1,75,60,63,beginner_front_end
63471457,0,59,45,1,3,5,5,6,5,70,60,72,advanced_front_end
77616944,43,44,37,2,1,1,2,8,1,65,57,74,beginner_backend
73932652,48,56,19,3,2,6,3,4,5,50,38,75,advanced_data_science
57562301,42,71,0,1,3,8,3,5,1,86,68,47,beginner_backend
49112846,41,60,37,4,1,2,6,2,5,58,84,80,beginner_backend
48243383,0,0,18,1,2,5,3,4,3,66,49,72,beginner_data_science
17048790,98,39,23,8,2,6,6,7,4,45,65,70,advanced_data_science
20913310,0,74,45,6,2,8,6,0,5,90,69,60,advanced_backend
80119492,11,13,33,3,2,8,1,1,3,62,62,72,beginner_data_science
13554295,43,51,26,4,2,6,1,6,5,65,50,79,advanced_data_science
68946151,0,68,63,4,3,3,2,7,5,64,89,67,advanced_front_end
17200916,27,36,67,4,1,6,4,3,3,73,100,74,beginner_data_science
29748756,0,0,53,1,6,4,3,3,8,85,89,86,beginner_backend
35146512,34,17,0,8,5,7,4,2,4,73,74,73,advanced_backend
43831193,9,53,8,4,4,5,0,3,5,74,93,68,beginner_backend
70686081,90,17,45,4,5,3,5,3,1,51,54,59,beginner_front_end
70194514,32,62,34,0,1,5,3,3,5,66,84,75,beginner_backend
38546015,29,11,75,2,4,3,0,6,1,55,66,41,advanced_front_end
32407332,25,13,69,3,0,4,3,3,5,72,83,68,beginner_data_science
663167,62,71,48,5,7,0,3,2,1,61,81,65,advanced_front_end
17986611,50,59,31,3,6,3,1,5,4,72,43,39,beginner_front_end
16285474,24,52,63,3,3,2,0,5,3,39,70,53,advanced_front_end
22689940,39,72,62,6,2,7,0,5,3,60,68,92,advanced_backend
28059039,31,44,56,5,5,6,3,2,2,50,80,76,beginner_data_science
86035019,52,70,76,9,3,3,5,1,4,46,76,65,beginner_data_science
79916110,35,27,22,5,4,4,1,3,1,62,72,70,advanced_data_science
2733945,70,22,34,2,4,6,3,5,2,64,42,65,beginner_front_end
54771726,58,56,6,2,5,5,0,5,1,77,48,43,beginner_front_end
44921369,19,41,52,6,4,6,0,1,4,56,64,90,beginner_data_science
17191860,23,65,43,4,3,3,5,2,3,69,74,86,advanced_backend
97418652,62,54,53,2,3,6,6,9,6,36,60,45,advanced_data_science
37990144,45,55,14,4,5,4,0,4,2,69,57,50,beginner_front_end
78586032,53,33,37,3,4,2,5,6,2,52,55,57,advanced_data_science
48035795,26,2,52,1,7,0,2,5,2,47,83,67,advanced_front_end
30037394,23,35,26,7,4,3,7,3,5,79,68,76,advanced_backend
27257569,55,69,22,5,2,6,2,7,5,70,64,82,advanced_data_science
1677116,35,58,13,5,3,5,3,7,2,60,73,68,advanced_data_science
73183511,31,49,53,2,4,5,3,5,3,58,62,51,advanced_front_end
59797771,17,82,54,5,5,1,3,6,4,38,88,53,advanced_front_end
50227957,21,14,26,0,5,8,1,5,2,62,82,88,beginner_data_science
19070112,73,4,34,3,5,6,3,5,4,67,41,65,beginner_front_end
62110051,46,59,47,4,1,1,5,9,0,76,73,90,beginner_backend
58732327,30,73,44,7,6,5,2,1,0,66,54,78,advanced_backend
2918562,4,19,34,3,3,0,3,8,0,83,61,,beginner_backend
90902897,50,23,57,2,4,3,3,6,2,68,57,67,advanced_front_end
26018748,28,36,81,2,5,0,4,6,2,82,75,91,beginner_backend
43248751,,45,23,5,5,3,5,4,2,49,75,80,advanced_backend
2370100,19,49,59,3,6,5,5,6,2,88,58,61,advanced_front_end
33118018,4,71,73,4,0,5,7,4,6,83,68,82,advanced_backend
33434484,6,31,21,2,2,5,4,5,1,78,67,61,beginner_backend
83930214,0,14,21,3,2,5,1,2,3,43,46,72,beginner_data_science
40398934,69,39,35,5,2,7,4,5,4,46,66,70,advanced_data_science
49669853,38,40,48,6,4,5,1,5,5,66,75,45,advanced_front_end
67911184,64,58,57,5,1,1,5,7,0,60,68,87,beginner_backend
8270582,5,28,41,7,2,5,6,4,6,90,71,99,advanced_backend
679634,43,10,13,4,4,2,4,6,4,79,59,60,beginner_front_end
23753429,42,36,58,3,5,2,3,6,0,74,74,66,beginner_front_end
39351833,16,31,35,2,5,2,3,7,3,79,77,71,beginner_backend
53010032,55,39,27,2,6,3,4,4,2,57,66,59,advanced_front_end
33826007,64,55,31,0,2,2,0,5,0,,24,37,beginner_front_end
12559537,52,61,13,5,2,6,2,6,3,69,53,65,advanced_data_science
27349148,60,56,87,4,5,7,3,1,2,60,100,72,beginner_data_science
86226112,22,66,24,6,1,8,0,3,4,62,66,82,advanced_data_science
54743126,29,36,44,5,0,4,4,3,5,68,79,64,beginner_data_science
31455747,44,43,38,7,10,2,6,1,5,65,93,66,beginner_front_end
60638593,56,58,28,3,0,1,4,4,5,51,64,75,beginner_backend
76277226,26,81,0,6,3,1,0,4,1,83,39,45,beginner_backend
8350647,48,26,77,5,2,6,5,2,2,76,85,67,beginner_data_science
26130777,39,0,34,1,2,6,0,4,4,52,67,47,advanced_front_end
93364497,53,16,19,2,3,1,4,1,3,67,67,54,beginner_front_end
1410632,46,61,37,4,0,4,2,7,0,72,80,69,beginner_backend
25847251,36,38,47,4,1,3,3,1,4,32,64,69,beginner_data_science
78202488,47,39,48,5,1,4,4,2,4,73,64,62,beginner_data_science
84274357,46,83,8,5,2,2,4,3,5,52,73,80,beginner_backend
77609941,64,92,53,4,1,6,1,4,0,58,62,57,advanced_backend
4716063,26,64,38,8,2,7,5,2,5,90,49,76,advanced_backend
76704461,16,36,64,5,2,7,1,1,4,72,72,70,beginner_data_science
41298207,49,27,25,2,4,1,2,6,1,74,53,53,beginner_front_end
29639806,0,4,87,4,7,5,5,6,2,78,90,78,beginner_backend
6082936,46,47,31,3,9,5,4,5,4,81,67,61,beginner_front_end
21205742,34,39,19,5,2,7,7,4,7,66,70,67,advanced_backend
84923020,68,41,40,3,1,3,7,6,8,66,70,73,advanced_backend
87906164,50,47,46,5,2,7,2,0,5,54,51,91,advanced_data_science
40062126,13,23,12,2,4,8,0,4,4,68,86,100,beginner_data_science
34870479,42,36,47,3,6,2,3,5,2,56,74,59,advanced_front_end
58655031,12,53,30,8,3,7,4,3,4,78,68,63,advanced_backend
66616096,0,78,50,2,5,4,6,6,4,73,64,73,advanced_front_end
41859597,43,28,18,7,3,6,0,2,0,72,72,82,advanced_data_science
87550064,60,72,6,5,5,8,0,3,2,55,63,45,advanced_backend
9457245,21,58,61,3,4,3,4,4,3,72,63,71,advanced_front_end
6030546,13,14,61,5,3,5,2,1,4,73,77,73,beginner_data_science
47415015,59,28,19,7,2,4,4,5,2,58,58,72,advanced_data_science
15822604,7,96,86,3,0,7,3,2,7,85,71,77,advanced_backend
58751433,62,,0,1,3,0,0,4,4,83,42,24,beginner_front_end
54795996,60,9,34,5,4,7,2,6,2,66,52,65,beginner_front_end
86957561,29,25,0,6,3,8,0,5,2,51,99,68,advanced_data_science
77588355,12,0,55,2,5,4,0,6,2,49,71,31,advanced_front_end
42726851,62,38,61,4,5,2,3,2,5,70,89,83,beginner_data_science
15893997,65,37,43,2,6,4,3,5,1,64,51,56,beginner_front_end
61035750,0,23,0,0,6,7,4,4,3,86,62,52,beginner_backend
62170859,49,45,33,2,8,2,4,4,2,53,75,60,advanced_front_end
93516657,10,43,0,1,2,4,3,3,6,69,79,69,beginner_backend
57226966,47,85,37,5,4,5,5,6,3,65,64,80,advanced_data_science
5440290,74,93,29,5,1,3,3,2,6,60,88,77,beginner_backend
3205535,15,14,34,2,7,5,2,7,4,78,64,60,beginner_backend
16138694,12,12,38,4,3,2,4,5,4,56,47,71,beginner_backend
30555875,21,67,30,3,5,3,6,0,4,63,79,73,advanced_backend
54704332,26,17,47,3,5,4,3,7,5,52,84,61,advanced_front_end
66804412,29,29,35,5,4,10,2,3,2,51,90,86,beginner_data_science
88031264,18,56,32,3,10,4,5,4,2,86,77,54,advanced_front_end
69735693,62,41,39,5,4,4,4,5,2,50,53,60,advanced_data_science
22913894,28,30,52,3,3,3,8,5,3,68,88,85,beginner_backend
85358153,51,60,42,5,1,6,2,7,5,70,67,80,advanced_data_science
85540070,32,27,11,6,4,4,2,5,0,57,58,43,advanced_data_science
77420363,33,27,4,1,4,4,1,7,3,83,69,69,beginner_front_end
75400854,39,72,31,4,4,5,6,3,5,57,61,59,advanced_backend
76051953,10,19,68,6,3,4,3,1,4,72,65,62,beginner_data_science
58928235,85,39,54,5,1,7,2,3,4,65,43,74,advanced_data_science
5478952,36,82,33,3,4,5,5,0,3,55,58,71,advanced_backend
17558572,71,33,46,4,1,7,5,3,6,35,59,77,advanced_data_science
91349912,0,16,41,1,3,3,3,3,5,88,76,73,beginner_backend
8648953,50,44,20,3,9,6,6,4,1,64,71,49,advanced_front_end
9037071,37,45,51,0,0,1,6,3,6,78,98,75,advanced_backend
12889304,50,103,37,5,8,4,7,3,2,75,62,55,advanced_front_end
34464757,53,89,50,4,5,1,6,4,4,63,69,89,advanced_front_end
80068458,16,38,23,2,5,6,2,5,2,86,59,51,beginner_backend
23636525,62,7,0,5,3,0,9,5,4,75,70,71,advanced_backend
77712088,31,38,24,3,2,5,3,5,4,57,61,63,beginner_backend
14900565,18,70,57,6,3,3,4,6,5,54,74,62,advanced_front_end
18274162,0,0,68,5,0,4,5,3,2,44,58,51,beginner_data_science
10216766,22,58,62,6,3,3,1,5,5,43,84,48,advanced_front_end
45187304,17,88,36,4,10,1,5,4,3,58,87,59,advanced_front_end
79998837,62,30,45,4,4,1,3,5,2,58,61,56,beginner_front_end
96863633,12,66,50,4,0,6,6,4,6,72,66,78,advanced_backend
51141321,83,36,56,2,4,1,4,6,5,97,77,80,beginner_data_science
51473786,24,121,70,4,7,0,7,5,0,87,50,,advanced_front_end
13723154,40,22,41,5,5,3,3,7,6,75,58,66,beginner_front_end
95104589,39,62,38,6,4,1,2,4,3,72,73,72,beginner_backend
78526668,21,30,0,6,3,6,0,5,1,65,57,51,advanced_data_science
61907459,22,48,15,3,4,4,8,3,6,59,70,66,advanced_backend
30368197,94,102,21,4,0,0,4,7,2,54,72,94,beginner_backend
73457122,26,50,46,2,6,2,3,3,2,50,75,50,advanced_front_end
21920591,78,38,0,1,7,4,3,3,1,60,70,60,beginner_front_end
23021467,39,44,8,5,2,6,3,3,2,61,63,72,advanced_data_science
45112602,68,51,43,5,2,5,0,4,6,79,64,100,advanced_backend
3620940,8,111,54,5,5,0,4,6,3,44,86,74,advanced_front_end
57668264,92,3,22,3,7,8,5,5,5,58,46,78,beginner_front_end
93725165,53,60,30,3,3,4,2,8,2,63,73,73,beginner_backend
56937849,20,25,24,3,5,2,4,4,4,68,56,71,beginner_data_science
17868931,44,46,12,5,0,9,0,10,3,62,70,53,advanced_data_science
91369770,76,90,6,4,0,1,4,4,5,62,83,78,beginner_backend
44075748,30,27,30,3,5,5,3,5,2,64,76,74,beginner_data_science
37492309,68,86,16,4,1,3,4,5,1,61,60,53,beginner_backend
8323899,0,23,10,0,5,6,0,2,6,,74,52,beginner_backend
45068417,0,19,34,4,10,3,3,1,6,100,97,75,beginner_backend
71876044,34,17,54,3,2,5,2,3,4,69,97,85,beginner_data_science
89715144,0,26,58,4,3,9,1,1,2,67,80,61,beginner_data_science
4564888,70,10,41,6,5,9,4,5,2,65,45,75,beginner_front_end
15386137,33,59,17,1,3,2,1,6,2,80,72,60,beginner_backend
7958610,46,43,50,4,3,0,1,5,4,39,76,69,advanced_front_end
44389175,13,27,33,3,5,5,2,5,5,63,67,68,beginner_backend
29911805,40,79,59,3,3,6,3,6,6,50,62,73,advanced_backend
59894056,9,39,0,2,2,0,2,5,5,94,55,42,beginner_front_end
86841821,45,98,4,5,2,6,6,7,5,67,76,92,advanced_data_science
1467634,50,58,64,3,5,1,3,4,3,59,67,70,advanced_front_end
93657939,42,23,0,3,5,5,4,2,8,74,91,57,advanced_backend
86360300,43,29,27,4,3,3,6,2,6,83,74,79,advanced_backend
98806607,18,60,41,3,6,4,7,6,3,78,69,79,advanced_front_end
89240291,27,71,45,5,7,1,3,5,4,47,93,61,advanced_front_end
10301091,18,29,20,7,5,5,5,5,3,63,75,74,advanced_backend
25834038,35,43,48,3,5,8,5,3,4,75,91,72,beginner_backend
2583963,37,58,42,4,6,2,3,6,2,55,82,50,advanced_front_end
19958892,29,26,62,3,4,7,1,2,3,58,94,86,beginner_data_science
38179850,0,6,64,6,1,5,3,0,4,47,75,67,beginner_data_science
49046719,30,50,32,3,2,1,3,6,1,77,70,83,beginner_front_end
47335215,3,80,78,4,0,4,7,3,4,68,66,88,advanced_backend
22858934,28,37,14,4,9,0,3,4,5,84,91,55,beginner_front_end
48469765,41,59,39,2,6,3,3,8,0,67,53,45,advanced_data_science
97727763,39,46,33,3,4,7,2,7,3,41,75,57,advanced_data_science
40076879,12,60,37,5,3,6,4,1,4,79,76,70,advanced_backend
24167139,45,48,81,6,5,2,2,5,2,80,85,79,beginner_backend
1224466,47,94,60,5,2,7,4,4,3,65,45,83,advanced_data_science
78294031,14,51,48,3,6,3,3,5,3,57,64,53,advanced_front_end
56450396,46,32,63,1,4,4,3,2,4,63,82,72,beginner_data_science
70280260,68,86,44,8,3,6,7,4,3,65,58,89,advanced_data_science
91228635,41,56,3,3,2,5,4,3,3,56,57,42,beginner_backend
15569820,16,77,22,4,5,0,2,7,5,92,76,39,beginner_front_end
63475989,83,22,43,4,8,1,1,3,2,37,88,43,advanced_front_end
97099058,79,0,36,4,10,5,8,1,3,57,88,89,beginner_front_end
95436787,26,35,46,4,4,5,0,4,3,50,67,90,beginner_data_science
58288629,36,90,22,3,6,2,5,4,4,53,69,71,advanced_front_end
40324897,44,30,6,2,1,4,1,5,1,81,41,52,beginner_front_end
71104293,13,54,66,0,5,4,5,5,1,71,44,56,advanced_front_end
80965250,26,29,61,2,3,3,1,4,3,55,58,52,advanced_front_end
96496109,20,38,61,6,3,6,3,1,3,34,58,65,beginner_data_science
36543137,51,57,51,7,4,3,3,5,4,70,48,46,beginner_front_end
64218437,22,30,42,1,0,3,5,3,6,64,70,71,beginner_backend
18135779,19,26,43,3,0,9,7,3,1,63,95,55,beginner_data_science
18586296,38,41,50,3,3,2,0,5,3,28,73,48,advanced_front_end
15786153,30,56,18,4,4,2,1,4,3,78,73,50,beginner_front_end
98824905,31,27,11,1,10,6,6,5,2,71,62,51,advanced_front_end
55613080,26,80,36,3,0,2,12,1,1,64,50,59,advanced_backend
28551972,40,45,31,4,5,5,5,6,0,73,58,59,beginner_backend
77931839,29,65,24,3,1,3,1,6,2,55,57,64,beginner_backend
94501600,28,67,41,7,4,0,4,4,6,82,66,40,beginner_front_end
77838665,47,39,19,6,3,5,3,4,3,57,62,63,advanced_data_science
78764411,26,6,56,3,1,5,3,3,2,56,82,69,beginner_data_science
81219970,33,49,36,3,6,1,3,6,4,77,70,53,beginner_front_end
20750210,34,41,55,1,4,4,2,5,3,70,61,64,beginner_data_science
17175801,51,38,10,4,5,4,3,8,2,47,62,46,advanced_data_science
88726223,40,21,76,1,4,2,8,7,3,80,88,100,beginner_backend
32653784,71,50,48,1,7,4,3,5,2,59,44,49,beginner_front_end
90577733,62,63,70,4,3,6,4,0,6,68,57,100,advanced_data_science
4283287,53,54,50,4,0,5,4,2,6,88,69,94,advanced_backend
79168126,43,47,59,2,3,2,2,4,4,51,58,78,beginner_data_science
6665118,0,10,35,0,5,5,1,4,5,69,63,54,beginner_backend
87882024,11,57,67,3,2,1,2,6,4,57,64,72,advanced_front_end
59235161,62,28,22,3,5,4,3,6,5,69,41,54,beginner_front_end
69324738,12,50,48,6,0,5,8,4,6,85,64,79,advanced_backend
11984693,58,6,39,2,6,5,4,8,3,77,45,72,beginner_front_end
37144722,31,53,32,1,6,4,3,5,3,45,58,44,advanced_front_end
36637154,74,20,31,4,5,6,3,3,1,62,56,65,beginner_front_end
53004621,22,15,45,0,8,0,1,9,0,53,52,,advanced_data_science
15779425,20,52,25,1,8,1,4,5,1,47,79,56,advanced_front_end
58061324,53,59,4,7,2,6,3,7,3,59,35,52,advanced_data_science
75202527,53,74,2,4,0,0,2,7,3,51,72,95,beginner_backend
84319936,46,50,37,3,4,4,3,9,2,57,59,57,advanced_data_science
15277872,3,110,64,5,5,1,4,6,4,58,80,65,advanced_front_end
89001024,48,93,54,4,2,4,5,4,1,57,43,69,advanced_backend
34739842,39,47,3,2,4,2,1,6,6,83,45,45,beginner_front_end
37348555,42,61,28,4,3,3,3,5,1,69,37,65,advanced_data_science
17627287,82,4,61,2,6,8,4,7,1,53,45,77,beginner_front_end
80742362,30,58,16,2,1,0,4,9,0,84,76,,beginner_backend
15551646,35,61,32,4,5,4,3,2,6,72,79,70,beginner_backend
21680664,29,53,70,3,6,0,1,3,1,56,71,63,advanced_front_end
46793718,43,39,62,1,3,4,5,5,2,78,95,64,beginner_data_science
39006969,59,51,40,3,5,4,5,4,3,59,76,76,beginner_data_science
54526786,5,41,41,0,5,5,4,6,2,57,58,47,advanced_front_end
21163317,50,72,44,4,1,7,2,6,6,66,65,95,advanced_data_science
21928577,52,51,48,5,8,2,5,2,3,61,82,57,beginner_front_end
44257450,54,34,31,3,6,4,3,4,1,70,54,59,beginner_front_end
45934491,51,30,38,1,7,0,2,4,2,61,82,58,beginner_front_end
35102140,46,39,90,4,3,4,2,2,3,28,59,69,beginner_data_science
36508424,0,51,23,3,3,0,2,6,5,100,57,41,beginner_front_end
98649989,74,41,14,5,2,7,4,6,4,42,61,57,advanced_data_science
